case_id,method,rank,pathway,matched_genes,score,specificity,match_mode,is_expected_hit
DNA_damage_checkpoint,Gene-only retrieval,8,DNA Repair,ATR;CHEK1,2.0,1.0,synonym,0
DNA_damage_checkpoint,Gene-only retrieval,9,Autodegradation of the E3 ubiquitin ligase COP1,ATM,1.0,1.0,synonym,0
DNA_damage_checkpoint,Gene-only retrieval,10,Autophagy,ATM,1.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,1,Cell Cycle,ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,3.0,1.0,synonym,1
DNA_damage_checkpoint,Pathway-only retrieval,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,4,DNA Repair,ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,5,G2/M Checkpoints,ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,3.0,1.0,synonym,1
DNA_damage_checkpoint,Pathway-only retrieval,7,Gene expression (Transcription),ATM;ATR;CHEK1,3.0,0.7,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,8,Generic Transcription Pathway,ATM;ATR;CHEK1,3.0,0.85,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,9,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,Pathway-only retrieval,10,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,3.0,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,1,Cell Cycle,ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,31.75,1.0,synonym,1
DNA_damage_checkpoint,GraphRAG-Gene,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,4,DNA Repair,ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,5,G2/M Checkpoints,ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,31.75,1.0,synonym,1
DNA_damage_checkpoint,GraphRAG-Gene,7,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,8,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,9,Homologous DNA Pairing and Strand Exchange,ATM;ATR;CHEK1,31.75,1.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene,10,Homology Directed Repair,ATM;ATR;CHEK1,31.75,1.0,synonym,0
Apoptosis,Gene-only retrieval,1,Apoptosis,BAX;CASP3;CASP8,3.0,1.0,synonym,1
Apoptosis,Gene-only retrieval,2,Apoptotic cleavage of cellular proteins,CASP3;CASP8,2.0,1.0,synonym,0
Apoptosis,Gene-only retrieval,3,Apoptotic execution phase,CASP3;CASP8,2.0,1.0,synonym,0
Apoptosis,Gene-only retrieval,4,Apoptotic factor-mediated response,BAX;CASP3,2.0,1.0,synonym,0
Apoptosis,Gene-only retrieval,5,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,2.0,1.0,synonym,1
Apoptosis,Gene-only retrieval,6,Activation of caspases through apoptosome-mediated cleavage,CASP3,1.0,1.0,synonym,1
Apoptosis,Gene-only retrieval,7,"Activation, myristolyation of BID and translocation to mitochondria",CASP8,1.0,1.0,synonym,0
Apoptosis,Gene-only retrieval,8,"Activation, translocation and oligomerization of BAX",BAX,1.0,1.0,synonym,0
Apoptosis,Gene-only retrieval,9,Apoptosis induced DNA fragmentation,CASP3,1.0,1.0,synonym,1
Apoptosis,Gene-only retrieval,10,Apoptotic cleavage of cell adhesion  proteins,CASP3,1.0,1.0,synonym,0
Apoptosis,Pathway-only retrieval,1,Apoptosis,BAX;CASP3;CASP8,3.0,1.0,synonym,1
Apoptosis,Pathway-only retrieval,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,3.0,1.0,synonym,1
Apoptosis,Pathway-only retrieval,3,Programmed Cell Death,BAX;CASP3;CASP8,3.0,1.0,synonym,1
Apoptosis,Pathway-only retrieval,4,Regulated Necrosis,BAX;CASP3;CASP8,3.0,1.0,synonym,0
Apoptosis,Pathway-only retrieval,5,Signal Transduction,BAX;CASP3;CASP8,3.0,0.85,synonym,0
Apoptosis,Pathway-only retrieval,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,2.0,1.0,synonym,0
Apoptosis,Pathway-only retrieval,7,Apoptotic execution phase,CASP3;CASP8,2.0,1.0,synonym,0
Apoptosis,Pathway-only retrieval,8,Apoptotic factor-mediated response,BAX;CASP3,2.0,1.0,synonym,0
Apoptosis,Pathway-only retrieval,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,2.0,1.0,synonym,1
Apoptosis,Pathway-only retrieval,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,2.0,1.0,synonym,1
Apoptosis,GraphRAG-Gene,1,Apoptosis,BAX;CASP3;CASP8,31.75,1.0,synonym,1
Apoptosis,GraphRAG-Gene,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,31.75,1.0,synonym,1
Apoptosis,GraphRAG-Gene,3,Programmed Cell Death,BAX;CASP3;CASP8,31.75,1.0,synonym,1
Apoptosis,GraphRAG-Gene,4,Regulated Necrosis,BAX;CASP3;CASP8,31.75,1.0,synonym,0
Apoptosis,GraphRAG-Gene,5,Signal Transduction,BAX;CASP3;CASP8,31.6,0.85,synonym,0
Apoptosis,GraphRAG-Gene,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,21.25,1.0,synonym,0
Apoptosis,GraphRAG-Gene,7,Apoptotic execution phase,CASP3;CASP8,21.25,1.0,synonym,0
Apoptosis,GraphRAG-Gene,8,Apoptotic factor-mediated response,BAX;CASP3,21.25,1.0,synonym,0
Apoptosis,GraphRAG-Gene,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,21.25,1.0,synonym,1
Apoptosis,GraphRAG-Gene,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,21.25,1.0,synonym,1
WNT_signaling,Gene-only retrieval,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,3.0,1.0,synonym,1
WNT_signaling,Gene-only retrieval,2,APC truncation mutants have impaired AXIN binding,APC;AXIN1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,3,Apoptosis,APC;CTNNB1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,4,Apoptotic cleavage of cellular proteins,APC;CTNNB1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,5,Apoptotic execution phase,APC;CTNNB1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,6,AXIN missense mutants destabilize the destruction complex,APC;AXIN1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,7,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,8,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,9,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1,2.0,1.0,synonym,0
WNT_signaling,Gene-only retrieval,10,Adherens junctions interactions,CTNNB1,1.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,3.0,1.0,synonym,1
WNT_signaling,Pathway-only retrieval,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,3.0,1.0,synonym,1
WNT_signaling,Pathway-only retrieval,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,3.0,1.0,synonym,0
WNT_signaling,Pathway-only retrieval,8,Disease,APC;AXIN1;CTNNB1,3.0,0.85,synonym,0
WNT_signaling,Pathway-only retrieval,9,Diseases of signal transduction by growth factor receptors and second messengers,APC;AXIN1;CTNNB1,3.0,0.55,synonym,0
WNT_signaling,Pathway-only retrieval,10,Metabolism of proteins,APC;AXIN1;CTNNB1,3.0,0.85,synonym,0
WNT_signaling,GraphRAG-Gene,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,31.75,1.0,synonym,1
WNT_signaling,GraphRAG-Gene,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,31.75,1.0,synonym,1
WNT_signaling,GraphRAG-Gene,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,8,Signaling by CTNNB1 phospho-site mutants,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,9,Signaling by GSK3beta mutants,APC;AXIN1;CTNNB1,31.75,1.0,synonym,0
WNT_signaling,GraphRAG-Gene,10,Signaling by WNT,APC;AXIN1;CTNNB1,31.75,1.0,synonym,1
MAPK_signaling,Gene-only retrieval,1,Activation of NMDA receptors and postsynaptic events,KRAS;MAPK1,2.0,1.0,synonym,0
MAPK_signaling,Gene-only retrieval,2,Axon guidance,KRAS;MAPK1,2.0,1.0,synonym,0
MAPK_signaling,Gene-only retrieval,3,Activated NTRK2 signals through FRS2 and FRS3,KRAS,1.0,1.0,synonym,0
MAPK_signaling,Gene-only retrieval,4,Activated NTRK2 signals through RAS,KRAS,1.0,1.0,synonym,1
MAPK_signaling,Gene-only retrieval,5,Activated NTRK3 signals through RAS,KRAS,1.0,1.0,synonym,1
MAPK_signaling,Gene-only retrieval,6,Activation of RAS in B cells,KRAS,1.0,1.0,synonym,1
MAPK_signaling,Gene-only retrieval,7,Activation of the AP-1 family of transcription factors,MAPK1,1.0,0.85,synonym,0
MAPK_signaling,Gene-only retrieval,8,Adaptive Immune System,KRAS,1.0,1.0,synonym,0
MAPK_signaling,Gene-only retrieval,9,Advanced glycosylation endproduct receptor signaling,MAPK1,1.0,1.0,synonym,0
MAPK_signaling,Gene-only retrieval,10,Apoptosis,MAPK1,1.0,1.0,synonym,0
MAPK_signaling,Pathway-only retrieval,1,Disease,BRAF;KRAS;MAPK1,3.0,0.85,synonym,0
MAPK_signaling,Pathway-only retrieval,2,Diseases of signal transduction by growth factor receptors and second messengers,BRAF;KRAS;MAPK1,3.0,0.55,synonym,0
MAPK_signaling,Pathway-only retrieval,3,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,4,MAPK family signaling cascades,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,5,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,6,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,7,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,8,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,9,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,3.0,1.0,synonym,1
MAPK_signaling,Pathway-only retrieval,10,Signal Transduction,BRAF;KRAS;MAPK1,3.0,0.85,synonym,0
MAPK_signaling,GraphRAG-Gene,1,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,2,MAPK family signaling cascades,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,3,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,4,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,5,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,6,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,7,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,8,Signaling by BRAF and RAF1 fusions,BRAF;KRAS;MAPK1,31.75,1.0,synonym,1
MAPK_signaling,GraphRAG-Gene,9,Signaling by FGFR,BRAF;KRAS;MAPK1,31.75,1.0,synonym,0
MAPK_signaling,GraphRAG-Gene,10,Signaling by FGFR1,BRAF;KRAS;MAPK1,31.75,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,2,Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,3,CD28 co-stimulation,AKT1;PIK3CA,2.0,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,4,CD28 dependent PI3K/Akt signaling,AKT1;PIK3CA,2.0,1.0,synonym,1
PI3K_AKT,Gene-only retrieval,5,Activated NTRK2 signals through PI3K,PIK3CA,1.0,1.0,synonym,1
PI3K_AKT,Gene-only retrieval,6,Activated NTRK3 signals through PI3K,PIK3CA,1.0,1.0,synonym,1
PI3K_AKT,Gene-only retrieval,7,Activation of BAD and translocation to mitochondria,AKT1,1.0,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,8,Activation of BH3-only proteins,AKT1,1.0,1.0,synonym,0
PI3K_AKT,Gene-only retrieval,9,AKT phosphorylates targets in the cytosol,AKT1,1.0,1.0,synonym,1
PI3K_AKT,Gene-only retrieval,10,AKT phosphorylates targets in the nucleus,AKT1,1.0,1.0,synonym,1
PI3K_AKT,Pathway-only retrieval,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,0
PI3K_AKT,Pathway-only retrieval,2,Disease,AKT1;PIK3CA;PTEN,3.0,0.85,synonym,0
PI3K_AKT,Pathway-only retrieval,3,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,3.0,0.55,synonym,0
PI3K_AKT,Pathway-only retrieval,4,Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,0
PI3K_AKT,Pathway-only retrieval,5,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,0
PI3K_AKT,Pathway-only retrieval,6,Metabolism,AKT1;PIK3CA;PTEN,3.0,0.85,synonym,0
PI3K_AKT,Pathway-only retrieval,7,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,1
PI3K_AKT,Pathway-only retrieval,8,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,1
PI3K_AKT,Pathway-only retrieval,9,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,3.0,1.0,synonym,1
PI3K_AKT,Pathway-only retrieval,10,Signal Transduction,AKT1;PIK3CA;PTEN,3.0,0.85,synonym,0
PI3K_AKT,GraphRAG-Gene,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,0
PI3K_AKT,GraphRAG-Gene,2,Immune System,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,0
PI3K_AKT,GraphRAG-Gene,3,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,0
PI3K_AKT,GraphRAG-Gene,4,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,1
PI3K_AKT,GraphRAG-Gene,5,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,1
PI3K_AKT,GraphRAG-Gene,6,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,31.75,1.0,synonym,1
PI3K_AKT,GraphRAG-Gene,7,Disease,AKT1;PIK3CA;PTEN,31.6,0.85,synonym,0
PI3K_AKT,GraphRAG-Gene,8,Metabolism,AKT1;PIK3CA;PTEN,31.6,0.85,synonym,0
PI3K_AKT,GraphRAG-Gene,9,Signal Transduction,AKT1;PIK3CA;PTEN,31.6,0.85,synonym,0
PI3K_AKT,GraphRAG-Gene,10,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,31.3,0.55,synonym,0
TGF_beta,Gene-only retrieval,1,Deubiquitination,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,0
TGF_beta,Gene-only retrieval,2,Developmental Biology,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Gene-only retrieval,3,Disease,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Gene-only retrieval,4,Diseases of signal transduction by growth factor receptors and second messengers,SMAD2;SMAD3;TGFB1,3.0,0.55,synonym,0
