case_id,method,rank,pathway,matched_genes,score,specificity,direct_relation_bonus,match_mode,is_expected_hit
HRR_repair,Overlap count only,3,Cell Cycle,BRCA2;CHEK2,2.0,1.0,0.0,synonym,0
HRR_repair,Overlap count only,4,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,BRCA2;PALB2,2.0,1.0,0.0,synonym,1
HRR_repair,Overlap count only,5,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,BRCA2;PALB2,2.0,1.0,0.0,synonym,1
HRR_repair,Overlap count only,6,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,BRCA2;PALB2,2.0,1.0,0.0,synonym,1
HRR_repair,Overlap count only,7,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,BRCA2;PALB2,2.0,1.0,0.0,synonym,1
HRR_repair,Overlap count only,8,Defective homologous recombination repair (HRR) due to PALB2 loss of function,BRCA2;PALB2,2.0,1.0,0.0,synonym,1
HRR_repair,Overlap count only,9,Disease,BRCA2;PALB2,2.0,0.85,0.0,synonym,0
HRR_repair,Overlap count only,10,Diseases of DNA Double-Strand Break Repair,BRCA2;PALB2,2.0,0.7,0.0,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,1,Aerobic respiration and respiratory electron transport,NDUFS4;SDHA;SURF1,31.25,1.0,0.25,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,2,Respiratory electron transport,NDUFS4;SDHA;SURF1,31.25,1.0,0.25,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,3,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",NDUFS4;SDHA;SURF1,31.25,1.0,0.25,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,4,Metabolism,NDUFS4;SDHA;SURF1,31.1,0.85,0.25,synonym,0
Mitochondrial_respiration,GraphRAG-Gene full,5,Citric acid cycle (TCA cycle),SDHA,11.0,1.0,0.0,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,6,Complex I biogenesis,NDUFS4,11.0,1.0,0.0,synonym,1
Mitochondrial_respiration,GraphRAG-Gene full,7,Cytoprotection by HMOX1,SURF1,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,GraphRAG-Gene full,8,Maturation of TCA enzymes and regulation of TCA cycle,SDHA,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,GraphRAG-Gene full,9,TP53 Regulates Metabolic Genes,SURF1,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,GraphRAG-Gene full,10,Cellular response to chemical stress,SURF1,10.85,0.85,0.0,synonym,0
Mitochondrial_respiration,No direct-relation bonus,1,Aerobic respiration and respiratory electron transport,NDUFS4;SDHA;SURF1,31.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No direct-relation bonus,2,Respiratory electron transport,NDUFS4;SDHA;SURF1,31.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No direct-relation bonus,3,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",NDUFS4;SDHA;SURF1,31.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No direct-relation bonus,4,Metabolism,NDUFS4;SDHA;SURF1,30.85,0.85,0.0,synonym,0
Mitochondrial_respiration,No direct-relation bonus,5,Citric acid cycle (TCA cycle),SDHA,11.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No direct-relation bonus,6,Complex I biogenesis,NDUFS4,11.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No direct-relation bonus,7,Cytoprotection by HMOX1,SURF1,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,No direct-relation bonus,8,Maturation of TCA enzymes and regulation of TCA cycle,SDHA,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,No direct-relation bonus,9,TP53 Regulates Metabolic Genes,SURF1,11.0,1.0,0.0,synonym,0
Mitochondrial_respiration,No direct-relation bonus,10,Cellular response to chemical stress,SURF1,10.85,0.85,0.0,synonym,0
Mitochondrial_respiration,No specificity weighting,1,Aerobic respiration and respiratory electron transport,NDUFS4;SDHA;SURF1,30.25,1.0,0.25,synonym,1
Mitochondrial_respiration,No specificity weighting,2,Metabolism,NDUFS4;SDHA;SURF1,30.25,0.85,0.25,synonym,0
Mitochondrial_respiration,No specificity weighting,3,Respiratory electron transport,NDUFS4;SDHA;SURF1,30.25,1.0,0.25,synonym,1
Mitochondrial_respiration,No specificity weighting,4,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",NDUFS4;SDHA;SURF1,30.25,1.0,0.25,synonym,1
Mitochondrial_respiration,No specificity weighting,5,Cellular response to chemical stress,SURF1,10.0,0.85,0.0,synonym,0
Mitochondrial_respiration,No specificity weighting,6,Cellular responses to stimuli,SURF1,10.0,0.7,0.0,synonym,0
Mitochondrial_respiration,No specificity weighting,7,Cellular responses to stress,SURF1,10.0,0.7,0.0,synonym,0
Mitochondrial_respiration,No specificity weighting,8,Citric acid cycle (TCA cycle),SDHA,10.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No specificity weighting,9,Complex I biogenesis,NDUFS4,10.0,1.0,0.0,synonym,1
Mitochondrial_respiration,No specificity weighting,10,Cytoprotection by HMOX1,SURF1,10.0,1.0,0.0,synonym,0
Mitochondrial_respiration,Overlap count only,1,Aerobic respiration and respiratory electron transport,NDUFS4;SDHA;SURF1,3.0,1.0,0.0,synonym,1
Mitochondrial_respiration,Overlap count only,2,Metabolism,NDUFS4;SDHA;SURF1,3.0,0.85,0.0,synonym,0
Mitochondrial_respiration,Overlap count only,3,Respiratory electron transport,NDUFS4;SDHA;SURF1,3.0,1.0,0.0,synonym,1
Mitochondrial_respiration,Overlap count only,4,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",NDUFS4;SDHA;SURF1,3.0,1.0,0.0,synonym,1
Mitochondrial_respiration,Overlap count only,5,Cellular response to chemical stress,SURF1,1.0,0.85,0.0,synonym,0
Mitochondrial_respiration,Overlap count only,6,Cellular responses to stimuli,SURF1,1.0,0.7,0.0,synonym,0
Mitochondrial_respiration,Overlap count only,7,Cellular responses to stress,SURF1,1.0,0.7,0.0,synonym,0
Mitochondrial_respiration,Overlap count only,8,Citric acid cycle (TCA cycle),SDHA,1.0,1.0,0.0,synonym,1
Mitochondrial_respiration,Overlap count only,9,Complex I biogenesis,NDUFS4,1.0,1.0,0.0,synonym,1
Mitochondrial_respiration,Overlap count only,10,Cytoprotection by HMOX1,SURF1,1.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,1,Cell Cycle,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,1
DNA_damage_checkpoint,GraphRAG-Gene full,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,4,DNA Repair,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,5,G2/M Checkpoints,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,1
DNA_damage_checkpoint,GraphRAG-Gene full,7,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,8,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,9,Homologous DNA Pairing and Strand Exchange,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,GraphRAG-Gene full,10,Homology Directed Repair,ATM;ATR;CHEK1,31.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,1,Cell Cycle,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,1
DNA_damage_checkpoint,No direct-relation bonus,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,4,DNA Repair,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,5,G2/M Checkpoints,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,1
DNA_damage_checkpoint,No direct-relation bonus,7,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,8,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,9,Homologous DNA Pairing and Strand Exchange,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No direct-relation bonus,10,Homology Directed Repair,ATM;ATR;CHEK1,31.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,No specificity weighting,1,Cell Cycle,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,1
DNA_damage_checkpoint,No specificity weighting,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,4,DNA Repair,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,5,G2/M Checkpoints,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,1
DNA_damage_checkpoint,No specificity weighting,7,Gene expression (Transcription),ATM;ATR;CHEK1,30.75,0.7,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,8,Generic Transcription Pathway,ATM;ATR;CHEK1,30.75,0.85,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,9,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,No specificity weighting,10,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,30.75,1.0,0.75,synonym,0
DNA_damage_checkpoint,Overlap count only,1,Cell Cycle,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,2,Cell Cycle Checkpoints,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,1
DNA_damage_checkpoint,Overlap count only,3,DNA Double-Strand Break Repair,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,4,DNA Repair,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,5,G2/M Checkpoints,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,6,G2/M DNA damage checkpoint,ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,1
DNA_damage_checkpoint,Overlap count only,7,Gene expression (Transcription),ATM;ATR;CHEK1,3.0,0.7,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,8,Generic Transcription Pathway,ATM;ATR;CHEK1,3.0,0.85,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,9,HDR through Homologous Recombination (HRR),ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
DNA_damage_checkpoint,Overlap count only,10,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),ATM;ATR;CHEK1,3.0,1.0,0.0,synonym,0
Apoptosis,GraphRAG-Gene full,1,Apoptosis,BAX;CASP3;CASP8,31.75,1.0,0.75,synonym,1
Apoptosis,GraphRAG-Gene full,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,31.75,1.0,0.75,synonym,1
Apoptosis,GraphRAG-Gene full,3,Programmed Cell Death,BAX;CASP3;CASP8,31.75,1.0,0.75,synonym,1
Apoptosis,GraphRAG-Gene full,4,Regulated Necrosis,BAX;CASP3;CASP8,31.75,1.0,0.75,synonym,0
Apoptosis,GraphRAG-Gene full,5,Signal Transduction,BAX;CASP3;CASP8,31.6,0.85,0.75,synonym,0
Apoptosis,GraphRAG-Gene full,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,21.25,1.0,0.25,synonym,0
Apoptosis,GraphRAG-Gene full,7,Apoptotic execution phase,CASP3;CASP8,21.25,1.0,0.25,synonym,0
Apoptosis,GraphRAG-Gene full,8,Apoptotic factor-mediated response,BAX;CASP3,21.25,1.0,0.25,synonym,0
Apoptosis,GraphRAG-Gene full,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,21.25,1.0,0.25,synonym,1
Apoptosis,GraphRAG-Gene full,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,21.25,1.0,0.25,synonym,1
Apoptosis,No direct-relation bonus,1,Apoptosis,BAX;CASP3;CASP8,31.0,1.0,0.0,synonym,1
Apoptosis,No direct-relation bonus,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,31.0,1.0,0.0,synonym,1
Apoptosis,No direct-relation bonus,3,Programmed Cell Death,BAX;CASP3;CASP8,31.0,1.0,0.0,synonym,1
Apoptosis,No direct-relation bonus,4,Regulated Necrosis,BAX;CASP3;CASP8,31.0,1.0,0.0,synonym,0
Apoptosis,No direct-relation bonus,5,Signal Transduction,BAX;CASP3;CASP8,30.85,0.85,0.0,synonym,0
Apoptosis,No direct-relation bonus,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,21.0,1.0,0.0,synonym,0
Apoptosis,No direct-relation bonus,7,Apoptotic execution phase,CASP3;CASP8,21.0,1.0,0.0,synonym,0
Apoptosis,No direct-relation bonus,8,Apoptotic factor-mediated response,BAX;CASP3,21.0,1.0,0.0,synonym,0
Apoptosis,No direct-relation bonus,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,21.0,1.0,0.0,synonym,1
Apoptosis,No direct-relation bonus,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,21.0,1.0,0.0,synonym,1
Apoptosis,No specificity weighting,1,Apoptosis,BAX;CASP3;CASP8,30.75,1.0,0.75,synonym,1
Apoptosis,No specificity weighting,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,30.75,1.0,0.75,synonym,1
Apoptosis,No specificity weighting,3,Programmed Cell Death,BAX;CASP3;CASP8,30.75,1.0,0.75,synonym,1
Apoptosis,No specificity weighting,4,Regulated Necrosis,BAX;CASP3;CASP8,30.75,1.0,0.75,synonym,0
Apoptosis,No specificity weighting,5,Signal Transduction,BAX;CASP3;CASP8,30.75,0.85,0.75,synonym,0
Apoptosis,No specificity weighting,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,20.25,1.0,0.25,synonym,0
Apoptosis,No specificity weighting,7,Apoptotic execution phase,CASP3;CASP8,20.25,1.0,0.25,synonym,0
Apoptosis,No specificity weighting,8,Apoptotic factor-mediated response,BAX;CASP3,20.25,1.0,0.25,synonym,0
Apoptosis,No specificity weighting,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,20.25,1.0,0.25,synonym,1
Apoptosis,No specificity weighting,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,20.25,1.0,0.25,synonym,1
Apoptosis,Overlap count only,1,Apoptosis,BAX;CASP3;CASP8,3.0,1.0,0.0,synonym,1
Apoptosis,Overlap count only,2,Intrinsic Pathway for Apoptosis,BAX;CASP3;CASP8,3.0,1.0,0.0,synonym,1
Apoptosis,Overlap count only,3,Programmed Cell Death,BAX;CASP3;CASP8,3.0,1.0,0.0,synonym,1
Apoptosis,Overlap count only,4,Regulated Necrosis,BAX;CASP3;CASP8,3.0,1.0,0.0,synonym,0
Apoptosis,Overlap count only,5,Signal Transduction,BAX;CASP3;CASP8,3.0,0.85,0.0,synonym,0
Apoptosis,Overlap count only,6,Apoptotic cleavage of cellular proteins,CASP3;CASP8,2.0,1.0,0.0,synonym,0
Apoptosis,Overlap count only,7,Apoptotic execution phase,CASP3;CASP8,2.0,1.0,0.0,synonym,0
Apoptosis,Overlap count only,8,Apoptotic factor-mediated response,BAX;CASP3,2.0,1.0,0.0,synonym,0
Apoptosis,Overlap count only,9,Caspase activation via extrinsic apoptotic signalling pathway,CASP3;CASP8,2.0,1.0,0.0,synonym,1
Apoptosis,Overlap count only,10,Caspase-mediated cleavage of cytoskeletal proteins,CASP3;CASP8,2.0,1.0,0.0,synonym,1
WNT_signaling,GraphRAG-Gene full,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,1
WNT_signaling,GraphRAG-Gene full,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,1
WNT_signaling,GraphRAG-Gene full,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,8,Signaling by CTNNB1 phospho-site mutants,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,9,Signaling by GSK3beta mutants,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,0
WNT_signaling,GraphRAG-Gene full,10,Signaling by WNT,APC;AXIN1;CTNNB1,31.75,1.0,0.75,synonym,1
WNT_signaling,No direct-relation bonus,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,1
WNT_signaling,No direct-relation bonus,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,1
WNT_signaling,No direct-relation bonus,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,8,Signaling by CTNNB1 phospho-site mutants,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,9,Signaling by GSK3beta mutants,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,0
WNT_signaling,No direct-relation bonus,10,Signaling by WNT,APC;AXIN1;CTNNB1,31.0,1.0,0.0,synonym,1
WNT_signaling,No specificity weighting,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,1
WNT_signaling,No specificity weighting,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,0
WNT_signaling,No specificity weighting,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,0
WNT_signaling,No specificity weighting,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,0
WNT_signaling,No specificity weighting,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,0
WNT_signaling,No specificity weighting,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,1
WNT_signaling,No specificity weighting,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,30.75,1.0,0.75,synonym,0
WNT_signaling,No specificity weighting,8,Disease,APC;AXIN1;CTNNB1,30.75,0.85,0.75,synonym,0
WNT_signaling,No specificity weighting,9,Diseases of signal transduction by growth factor receptors and second messengers,APC;AXIN1;CTNNB1,30.75,0.55,0.75,synonym,0
WNT_signaling,No specificity weighting,10,Metabolism of proteins,APC;AXIN1;CTNNB1,30.75,0.85,0.75,synonym,0
WNT_signaling,Overlap count only,1,Beta-catenin phosphorylation cascade,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,1
WNT_signaling,Overlap count only,2,CTNNB1 S33 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,0
WNT_signaling,Overlap count only,3,CTNNB1 S37 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,0
WNT_signaling,Overlap count only,4,CTNNB1 S45 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,0
WNT_signaling,Overlap count only,5,CTNNB1 T41 mutants aren't phosphorylated,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,0
WNT_signaling,Overlap count only,6,Degradation of beta-catenin by the destruction complex,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,1
WNT_signaling,Overlap count only,7,Disassembly of the destruction complex and recruitment of AXIN to the membrane,APC;AXIN1;CTNNB1,3.0,1.0,0.0,synonym,0
WNT_signaling,Overlap count only,8,Disease,APC;AXIN1;CTNNB1,3.0,0.85,0.0,synonym,0
WNT_signaling,Overlap count only,9,Diseases of signal transduction by growth factor receptors and second messengers,APC;AXIN1;CTNNB1,3.0,0.55,0.0,synonym,0
WNT_signaling,Overlap count only,10,Metabolism of proteins,APC;AXIN1;CTNNB1,3.0,0.85,0.0,synonym,0
